<<<<<<< HEAD
,Region_ID,Region_name,Region_class,Process_ID,Sv_mean,targets/m3,g/m3,NASC,,Sv_max,Sv_min,Sv_noise,NASC_noise,Height_mean,Depth_mean,Good_samples,Ping_S,Tracks_TS,Sa,,fish density,g/m3,Ping_E,Ping_M,Dist_S,Dist_E,Dist_M,VL_start,VL_end,VL_mid,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Exclude_below_line_depth_mean,Program_version,Processing_version,Processing_date,Processing_time,EV_filename,Alpha,Gain_constant,Noise_Sv_1m,Minimum_Sv_threshold_applied,Minimum_integration_threshold,Maximum_Sv_threshold_applied,Maximum_integration_threshold,Exclude_above_line_applied,Exclude_above_line_depth_mean,Exclude_below_line_applied,Bottom_offset,Uncorrected_length,Uncorrected_thickness,Uncorrected_perimeter,Uncorrected_area,Standard_deviation,Skewness,Kurtosis,Attack_angle,Corrected_length,Corrected_thickness,Corrected_perimeter,Corrected_area,Image_compactness,Corrected_mean_amplitude,Corrected_MVBS,Coefficient_of_variation,Horizontal_roughness_coefficient,Vertical_roughness_coefficient,X3D_school_area,X3D_school_volume,ABC,ABC_noise,Area_Backscatter_Strength,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean,Bad_data_no_data_samples,Beam_volume_sum,No_data_samples,Frequency,Region_notes,Exclude_below_line_depth_min,Exclude_below_line_range_min,Exclude_below_line_depth_max,Exclude_below_line_range_max,Samples_Below_Bottom_Exclusion,Samples_Above_Surface_Exclusion,Samples_In_Domain,Bad_data_empty_water_samples,Heave_source,Heave_min,Heave_max,Heave_mean,source1,ï..Region_ID,size,source,DateTime,Survey,,Date
2,10562, Region10562," ""autodetect""",93774,-40.272669,37.38807455,82.25376401,18876.20097,,-26.067555,-59.998651,-974.714399,0,4.66326,14.876228,3461,5707,-56,0.000437948,37.38805881,87.17516301,191.7853586,5741,5724,1334.318938,1342.712101,1338.489073,0,0,0,20140604, 15:16:00.0350,20140604, 15:16:13.6350,6/4/2014,7:16:07,57.21259277,-134.8631328,57.2125272,-134.8632013,57.21256022,-134.8631669,22.58193," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,8.636848,9.714564,99.887324,40.242521,0.000212098,4.206199,22.728756,8.550482,6.412679,9.522564,95.054986,29.288692,24.549348,9.90E-05,-40.041741,214.146402,0.000883478,0.000232342,244.260601,92.602514,0.000437948,0,-33.58577242,0," ""Unassigned""",100,-40,1,15021203.46,15021203.46,4.66326,14.876228,22.58193,0.98648,0,294.565872,0,120," """"",21.675686,21.675686,23.05475,23.05475,0,0,3461,0," """"",0,0,0,June4_OO1,NA,0.129004599,Same,155.3028569,OuterPens,,4-Jun
19,10579, Region10579," ""autodetect""",93774,-36.849618,51.88456739,114.1460483,108346.4002,,-17.403902,-59.998824,-971.878676,0,12.169827,17.271216,16000,42621,-54,0.002513753,,315.7131433,694.5689152,42682,42651,8411.487602,8426.79125,8418.735799,0,0,0,20140604, 20:40:06.8780,20140604, 20:40:31.2770,6/4/2014,12:40:19,57.21418764,-134.8656135,57.21429751,-134.8654614,57.21424031,-134.865543,31.522819," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,2.048964,1,0,15.557306,29.615274,361.03654,183.9592,0.000757306,11.129055,177.901113,9.359956,12.729553,29.423274,354.997034,149.546247,67.06008,0.000216,-36.660759,351.032296,0.005237678,0.001288915,1498.18057,742.915993,0.002513753,0,-25.99677348,0," ""Unassigned""",100,-40,1,86219325.81,86219325.81,12.169827,17.271216,31.522819,2.048964,0,2242.221622,0,120," """"",30.745401,30.745401,32.714331,32.714331,0,0,16000,0," """"",0,0,0,June4_MO3,NA,5.636392054,Same,155.5279963,Middle,,4-Jun
18,10578, Region10578," ""autodetect""",93774,-36.672534,42.92858761,94.44289274,26903.63154,,-21.908934,-59.947283,-978.874858,0,2.901165,9.864532,1538,32248,-53,0.000624193,,62.27146486,136.9972227,32272,32260,5978.380553,5985.08282,5981.682675,0,0,0,20140604, 19:30:37.8710,20140604, 19:30:48.6710,6/4/2014,11:30:44,57.21210157,-134.8632835,57.21214473,-134.8633608,57.21212308,-134.8633211,16.86712," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,6.972188,5.281705,49.78687,20.565267,0.00051466,4.904038,35.399785,9.484976,5.335434,5.089705,46.129362,15.165385,11.165844,0.000221,-36.549505,232.52587,0.00234155,0.000602856,108.62313,32.624347,0.000624193,0,-32.04680928,0," ""Unassigned""",100,-40,1,21409229.73,21409229.73,2.901165,9.864532,16.86712,0.98648,0,56.823118,0,120," """"",16.529134,16.529134,17.205518,17.205518,0,0,1538,0," """"",0,0,0,June4_OO2,NA,0.035468608,Same,155.4796721,OuterPens,,4-Jun
22,6893," ""Region6893"""," ""autodetect""",94974,-43.322578,9.2841511,20.42513242,5702.138266,,-31.108234,-59.967433,-983.151096,0,2.843176,6.098986,1869,22110,-53,0.000132296,,13.1982369,29.03612119,22140,22125,6367.948999,6376.031355,6371.771616,0,0,0,20140606, 00:54:25.0470,20140606, 00:54:37.0490,6/5/2014,16:54:31,57.2124349,-134.8632864,57.21237407,-134.8633589,57.21240509,-134.8633177,18.884661," ""7.1.12.29495""",3,20160728, 06:31:50.4170," ""C:\Ellen\Analysis\Echoview\Template7\June5\TracksForMouthfuls_3.EV""",0.036102,-9999,-999,1,-60,0,99,1,1.3333,1,0,8.368571,5.564653,94.560509,24.956432,8.10E-05,3.942932,21.509359,7.334734,7.58674,5.372653,92.612846,21.844248,31.246078,4.63E-05,-43.347409,175.029225,0.000278825,8.41E-05,163.043694,31.044856,0.000132296,0,-38.7845409,0," ""Unassigned""",100,-40,1,4537617.456,4537617.456,2.843176,6.098986,18.884661,1.3333,0,27.197006,0,120," """"",18.624218,18.624218,19.489282,19.489282,0,0,1869,0," """"",0,0,0,June5_OO1,NA,0.003598048,Change,156.704526,OuterPens,,5-Jun
17,10577, Region10577," ""autodetect""",93774,-37.016226,31.50484882,69.31066741,26678.7623,,-20.233107,-59.995994,-977.509611,0,3.113841,11.328631,4424,30787,-52,0.000618976,,49.05054681,107.911203,30853,30820,5528.120163,5549.689616,5537.938526,0,0,0,20140604, 19:19:16.1850,20140604, 19:19:45.3850,6/4/2014,11:19:30,57.21381599,-134.8618464,57.21364321,-134.8620076,57.21373744,-134.8619201,16.201065," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.9888,1,0,21.867516,5.234547,120.753335,70.383259,0.000533047,6.9913,74.613352,9.194407,20.045669,5.042547,116.725641,62.15289,17.444613,0.000197,-37.060633,270.912103,0.002664988,0.000641614,404.324897,159.626408,0.000618976,0,-32.08326157,0," ""Unassigned""",100,-40,1,21230284.48,21230284.48,3.113841,11.328631,16.201065,0.9888,0,214.920147,0,120," """"",13.899578,13.899578,17.690533,17.690533,0,0,4424,0," """"",0,0,0,June4_OO2,NA,0.133030425,Same,155.4718702,OuterPens,,4-Jun
4,10564, Region10564," ""autodetect""",93774,-43.903162,3.233581414,7.113879112,5991.352105,,-27.771259,-59.999562,-974.622425,0,3.414674,15.883629,1593,8142,-49,0.000139006,,5.52081277,12.14578809,8163,8152,2146.613502,2154.588157,2149.172972,0,0,0,20140604, 15:38:46.5910,20140604, 15:38:59.5910,6/4/2014,7:38:51,57.21319553,-134.861289,57.21313835,-134.8613683,57.21317771,-134.8613157,23.0565," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,10.837182,7.592451,119.993552,33.586385,0.000118987,6.342032,56.181285,7.307402,8.808662,7.400451,115.552511,26.609274,39.931524,4.18E-05,-43.791101,284.845889,0.000712209,0.000187165,260.752272,33.23284,0.000139006,0,-38.56966991,0," ""Unassigned""",100,-40,1,4767766.516,4767766.516,3.414674,15.883629,23.0565,0.98648,0,152.665868,0,120," """"",22.859977,22.859977,23.379432,23.379432,0,0,1593,0," """"",0,0,0,June4_OO1,NA,0.021221446,Same,155.3186434,OuterPens,,4-Jun
26,NA, Region2262, autodetect,94976,-35.161578,19.22393104,42.2926483,66105.91074,,-17.454075,-59.983006,-973.464111,0,5.033919,16.683907,5421,10428,-48,0.001533728,,48.38586045,106.448893,10478,10453,3538.050905,3551.897397,3544.701698,203.720001,203.720001,203.720001,20140608, 01:00:50.5850,20140608, 01:01:10.5850,6/7/2014,17:01:01,57.21370582,-134.8642705,57.21373317,-134.8644941,57.21371926,-134.8643778,32.478545, 7.1.12.29495,3,20160728, 06:34:58.9700, C:\Ellen\Analysis\Echoview\Template7\June7\TracksForMouthfuls_2.EV,0.036302,-9999,-999,1,-60,0,99,1,1.82832,1,0,14.129391,10.37149,132.958019,68.835613,0.000690525,8.402946,139.755693,9.822401,11.262189,10.17949,126.839615,53.851452,23.774016,0.000316177,-35.000696,218.398132,0.00255483,0.000596048,458.573346,219.526472,0.001533728,0,-28.14251541,0, Unassigned,100,-40,1,52605412.31,52605412.31,5.033919,16.683907,32.478545,1.82832,0,579.855569,0,120,NA,32.296566,32.296566,32.586231,32.586231,0,0,5421,0,NA,0,0,0,June7_OO,2262,0.889340964,Change,158.7090345,OuterPens,,7-Jun
3,10563, Region10563," ""autodetect""",93774,-41.610754,3.458793228,7.609345102,7072.07158,,-29.195931,-59.963657,-975.95347,0,2.377553,13.727405,1210,7777,-47,0.00016408,,4.111732222,9.045810889,7800,7788,2006.863087,2015.389947,2011.410333,0,0,0,20140604, 15:34:43.7800,20140604, 15:34:57.7800,6/4/2014,7:34:51,57.21326192,-134.8619134,57.21320201,-134.8620013,57.21322989,-134.8619601,22.08835," ""7.1.12.29495""",3,20160731, 22:04:01.9160," ""C:\Ellen\Analysis\Echoview\Template7\June4\June4TracksForMouthfuls.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,9.054108,6.272025,102.307038,21.084588,0.000156997,3.843933,17.242491,8.076628,7.11583,6.080025,98.046484,16.063591,47.622429,7.10E-05,-41.48974,221.240655,0.000786508,0.000220958,173.057698,15.986444,0.00016408,0,-37.84945186,0," ""Unassigned""",100,-40,1,5627775.75,5627775.75,2.377553,13.727405,22.08835,0.98648,0,86.388937,0,120," """"",21.912352,21.912352,22.216324,22.216324,0,0,1210,0," """"",0,0,0,June4_OO1,NA,0.01417467,Same,155.3158701,OuterPens,,4-Jun
36,3547," ""Region3547"""," ""autodetected""",94965,-42.385137,1.743758349,,8074.630244,,-27.156881,-59.992769,-976.354214,0,3.244476,12.889764,2408,30718,-44.8,0.00018734,,2.828790727,6.2233396,30752,30735,8638.900589,8647.036019,8642.971316,0,0,0,20140530,10:09:00 PM,20140530,10:09:14 PM,5/30/2014,14:09:07,57.21609969,-134.8659071,57.21605577,-134.8660146,57.21607733,-134.8659603,27.820591," ""7.1.12.29495""",3,20160728,5:56:03 AM," ""C:\Ellen\Analysis\Echoview\Template7\May30\May_30TracksForMouthfuls_2.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,8.374769,7.35666,112.203645,27.353452,0.000161901,5.192829,34.284251,7.835185,6.609344,7.16466,108.288796,21.023867,44.385855,5.96E-05,-42.248129,271.68358,0.00088395,0.000258638,189.414831,31.523038,0.00018734,0,-37.2736919,0," ""Unassigned""",100,-40,1,6425586.585,6425586.585,3.244476,12.889764,27.820591,0.98648,0,152.258598,0,120," """"",26.834153,26.834153,28.807145,28.807145,0,0,2408,0," """"",0,0,0,May30_I1,NA,0.028524145,Same,150.5896644,InnerPens,,30-May
33,3544," ""Region3544"""," ""autodetected""",94965,-32.287608,14.83334849,,127546.8963,,-17.119201,-59.983713,-979.858567,0,5.011166,8.269956,6057,18547,-44,0.002959226,,37.16619239,81.76562325,18603,18575,5604.000266,5617.988804,5611.012363,0,0,0,20140530,8:46:03 PM,20140530,8:46:25 PM,5/30/2014,12:46:14,57.21688299,-134.8698016,57.2167594,-134.8697609,57.21682087,-134.8697829,14.062917," ""7.1.12.29495""",3,20160728,5:56:03 AM," ""C:\Ellen\Analysis\Echoview\Template7\May30\May_30TracksForMouthfuls_2.EV""",0.036102,-9999,-999,1,-60,0,99,1,0.98648,1,0,14.131953,9.903197,114.500741,71.441457,0.001461238,5.284074,38.767025,10.411453,12.625036,9.711197,111.102908,62.58613,15.695057,0.000598,-32.232306,244.315742,0.005334528,0.001577504,490.416844,299.632765,0.002959226,0,-25.28821939,0," ""Unassigned""",100,-40,1,101498595.1,101498595.1,5.011166,8.269956,14.062917,0.98648,0,170.816753,0,120," """"",13.673714,13.673714,14.478496,14.478496,0,0,6057,0," """"",0,0,0,May30_I1,NA,0.505485298,Same,150.5321065,InnerPens,,30-May
